,CUST NO.,XCOORD,YCOORD,DEMAND,DEMAND1,DEMAND2,DEMAND3,DEMAND4,DEMAND5,READY TIME,DUE DATE,SERVICE TIME
62,63,50,35,20,0,20,0,0,0,18,474,20
63,64,50,40,50,0,0,0,0,50,14,360,50
64,65,48,30,10,10,0,0,0,0,246,899,10
65,66,44,25,10,0,0,10,0,0,704,1197,10
66,67,47,35,10,0,0,0,10,0,393,942,10
67,68,47,40,10,0,0,0,0,10,12,424,10
68,69,42,30,10,0,0,10,0,0,641,1070,10
69,70,45,35,10,0,10,0,0,0,534,985,10
70,71,95,30,30,0,0,30,0,0,2119,2682,30
71,72,95,35,20,0,20,0,0,0,2079,2532,20
72,73,53,30,10,10,0,0,0,0,131,644,10
73,74,92,30,10,0,0,0,10,0,2169,2818,10
74,75,53,35,50,0,0,0,0,50,87,498,50
75,76,45,65,20,0,0,20,0,0,15,607,20
76,77,90,35,10,0,0,10,0,0,2002,2419,10
77,78,72,45,10,0,0,0,10,0,2701,3258,10
78,79,78,40,20,0,20,0,0,0,2599,3164,20
79,80,87,30,10,0,0,0,0,10,2505,2870,10
80,81,85,25,10,0,0,0,10,0,2369,2816,10
81,82,85,35,30,0,0,30,0,0,2563,3002,30
82,83,75,55,20,0,0,0,20,0,1783,2226,20
83,84,72,55,10,0,0,0,10,0,1591,2232,10
84,85,70,58,20,0,20,0,0,0,1513,1928,20
85,86,86,46,30,0,30,0,0,0,1829,2388,30
86,87,66,55,10,0,0,0,0,10,1604,2027,10
87,88,64,46,20,0,20,0,0,0,2976,3275,20
88,89,65,60,30,0,0,30,0,0,1338,1913,30
89,90,56,64,10,0,0,10,0,0,1116,1753,10
90,91,60,55,10,0,0,0,0,10,2789,3279,10
91,92,60,60,10,0,0,0,10,0,1349,1712,10
92,93,67,85,20,20,0,0,0,0,518,1029,20
93,94,42,58,40,40,0,0,0,0,8,509,40
94,95,65,82,10,0,0,0,0,10,549,1186,10
95,96,62,80,30,0,0,0,30,0,744,1177,30
96,97,62,40,10,0,10,0,0,0,2713,3275,10
97,98,60,85,30,0,0,0,30,0,397,956,30
98,99,58,75,20,0,0,0,0,20,839,1276,20
99,100,55,80,10,0,0,0,0,10,272,701,10
100,101,55,85,20,0,0,0,20,0,373,790,20
