,CUST NO.,XCOORD,YCOORD,DEMAND,DEMAND1,DEMAND2,DEMAND3,DEMAND4,DEMAND5,READY TIME,DUE DATE,SERVICE TIME
61,62,50,30,10,0,0,0,0,10,0,3277,10
62,63,50,35,20,0,20,0,0,0,120,280,20
63,64,50,40,50,0,0,0,0,50,0,3285,50
64,65,48,30,10,10,0,0,0,0,493,653,10
65,66,44,25,10,0,0,10,0,0,871,1031,10
66,67,47,35,10,0,0,0,10,0,588,748,10
67,68,47,40,10,0,0,0,0,10,12,172,10
68,69,42,30,10,0,0,10,0,0,776,936,10
69,70,45,35,10,0,10,0,0,0,680,840,10
70,71,95,30,30,0,0,30,0,0,2321,2481,30
71,72,95,35,20,0,20,0,0,0,0,3242,20
72,73,53,30,10,10,0,0,0,0,0,3276,10
73,74,92,30,10,0,0,0,10,0,0,3244,10
74,75,53,35,50,0,0,0,0,50,213,373,50
75,76,45,65,20,0,0,20,0,0,0,3284,20
76,77,90,35,10,0,0,10,0,0,2131,2291,10
77,78,72,45,10,0,0,0,10,0,2900,3060,10
78,79,78,40,20,0,20,0,0,0,2802,2962,20
79,80,87,30,10,0,0,0,0,10,2608,2768,10
80,81,85,25,10,0,0,0,10,0,2513,2673,10
81,82,85,35,30,0,0,30,0,0,0,3252,30
82,83,75,55,20,0,0,0,20,0,0,3264,20
83,84,72,55,10,0,0,0,10,0,0,3267,10
84,85,70,58,20,0,20,0,0,0,1641,1801,20
85,86,86,46,30,0,30,0,0,0,0,3253,30
86,87,66,55,10,0,0,0,0,10,0,3273,10
87,88,64,46,20,0,20,0,0,0,3097,3257,20
88,89,65,60,30,0,0,30,0,0,1546,1706,30
89,90,56,64,10,0,0,10,0,0,0,3278,10
90,91,60,55,10,0,0,0,0,10,0,3279,10
91,92,60,60,10,0,0,0,10,0,0,3277,10
92,93,67,85,20,20,0,0,0,0,694,854,20
93,94,42,58,40,40,0,0,0,0,8,168,40
94,95,65,82,10,0,0,0,0,10,0,3259,10
95,96,62,80,30,0,0,0,30,0,0,3262,30
96,97,62,40,10,0,10,0,0,0,0,3275,10
97,98,60,85,30,0,0,0,30,0,0,3259,30
98,99,58,75,20,0,0,0,0,20,0,3269,20
99,100,55,80,10,0,0,0,0,10,407,567,10
100,101,55,85,20,0,0,0,20,0,502,662,20
